candidate,candidate_source,hypothesis,trial_index,run_id,benchmark,options,returncode,success,timed_out,error,fault_coverage,test_patterns,test_patterns_before_compaction,test_patterns_after_compaction,collapsed_faults,redundant_faults,aborted_faults,backtrackings,runtime_seconds,fault_ordering_mode,fault_history_profile,fault_trace_attempts,generated_patterns_traced,faults_dropped_per_generated_pattern_mean,extra_drops_per_generated_pattern_mean,max_pattern_extra_drops,adaptive_compaction_enabled,adaptive_shuffle_limit,adaptive_compaction_stopped_early,adaptive_compaction_min_benefit,score,raw_score,passes_constraints,constraint_reason,run_dir,fault_trace_path,pattern_trace_path
history_ordering,fault_to_fault_learning,Use an offline fault-to-fault profile to prioritize high-value faults and adapt per-fault backtrack budgets.,1,20260615-220614_candidate_history_ordering_trial1_pcitc_14fec936,pcitc.bench,"[""-O"", ""history"", ""-F"", ""results/profiles/pcitc_fault_profile.json""]",0,True,False,,99.826,5938,6833,5938,75768,131,1,93,10.8,history,results/profiles/pcitc_fault_profile.json,6966,6833,11.069222888921411,10.069222888921411,17853,True,1,True,1.0,39.36599999999999,39.36599999999999,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-220614_candidate_history_ordering_trial1_pcitc_14fec936,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-220614_candidate_history_ordering_trial1_pcitc_14fec936/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-220614_candidate_history_ordering_trial1_pcitc_14fec936/pcitc.test.patterntrace.csv
history_ordering_c1,fault_to_fault_learning,Combine history-based ordering with the current score-balanced compaction setting.,1,20260615-220621_candidate_history_ordering_c1_trial1_pcitc_fb7e2923,pcitc.bench,"[""-c"", ""1"", ""-O"", ""history"", ""-F"", ""results/profiles/pcitc_fault_profile.json""]",0,True,False,,99.826,5915,6833,5915,75768,131,1,93,12.433,history,results/profiles/pcitc_fault_profile.json,6966,6833,11.069222888921411,10.069222888921411,17853,True,1,False,1.0,39.4327,39.4327,True,,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-220621_candidate_history_ordering_c1_trial1_pcitc_fb7e2923,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-220621_candidate_history_ordering_c1_trial1_pcitc_fb7e2923/pcitc.test.faulttrace.csv,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260615-220621_candidate_history_ordering_c1_trial1_pcitc_fb7e2923/pcitc.test.patterntrace.csv
