candidate,benchmark,trial_index,success,timed_out,coverage_below_baseline,candidate_fault_coverage,baseline_fault_coverage,coverage_delta,pattern_delta,pattern_delta_pct,runtime_delta,runtime_delta_pct,aborted_delta,redundant_delta,backtracking_delta,score_delta,wins_benchmark,candidate_patterns,baseline_patterns,candidate_runtime,baseline_runtime,candidate_aborted_faults,baseline_aborted_faults,candidate_redundant_faults,baseline_redundant_faults,candidate_backtrackings,baseline_backtrackings,candidate_score,baseline_score,fault_ordering_mode,adaptive_phase2_enabled,adaptive_phase2_profile_faults,adaptive_phase2_attempted_faults,adaptive_phase2_skipped_faults,faults_dropped_per_generated_pattern_mean,extra_drops_per_generated_pattern_mean,max_pattern_extra_drops,adaptive_compaction_enabled,adaptive_shuffle_limit,adaptive_compaction_stopped_early,adaptive_compaction_min_benefit,run_id,run_dir
global_phase2_b10_reference,pcitc.bench,3,True,False,False,99.826,99.82599999999998,1.4210854715202004e-14,24.0,0.40383644623927306,-1.7329999999999988,-12.75859530295221,0.0,0.0,11.0,-0.06670000000000442,False,5967.0,5943.0,11.85,13.582999999999998,1.0,1.0,131.0,131.0,145.0,134.0,38.97099999999999,39.037699999999994,default,True,0,0,0,10.699674635733484,9.699674635733484,17505,True,1,True,1.0,20260616-160646_candidate_global_phase2_b10_reference_trial3_pcitc_8da90fac,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160646_candidate_global_phase2_b10_reference_trial3_pcitc_8da90fac
global_phase2_b10_reference,destc.bench,1,True,False,False,100.0,100.0,0.0,43.666666666666686,12.571976967370446,-9.566333333333331,-41.74460719428646,0.0,0.0,0.0,0.5199666666666758,True,391.0,347.3333333333333,13.35,22.91633333333333,0.0,0.0,0.0,0.0,1.0,1.0,94.75500000000001,94.23503333333333,default,True,0,0,0,618.8993710691824,617.8993710691824,74190,True,1,True,1.0,20260616-160653_candidate_global_phase2_b10_reference_trial1_destc_37e05dd5,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160653_candidate_global_phase2_b10_reference_trial1_destc_37e05dd5
global_phase2_b10_reference,destc.bench,2,True,False,False,100.0,100.0,0.0,43.666666666666686,12.571976967370446,-9.283333333333331,-40.50968014080205,0.0,0.0,0.0,0.49166666666667425,True,391.0,347.3333333333333,13.633,22.91633333333333,0.0,0.0,0.0,0.0,1.0,1.0,94.72670000000001,94.23503333333333,default,True,0,0,0,618.8993710691824,617.8993710691824,74190,True,1,True,1.0,20260616-160701_candidate_global_phase2_b10_reference_trial2_destc_0180c57e,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160701_candidate_global_phase2_b10_reference_trial2_destc_0180c57e
global_phase2_b10_reference,destc.bench,3,True,False,False,100.0,100.0,0.0,45.666666666666686,13.14779270633398,-9.533333333333331,-41.600605099710535,0.0,0.0,0.0,0.4966666666666555,True,393.0,347.3333333333333,13.383,22.91633333333333,0.0,0.0,0.0,0.0,1.0,1.0,94.73169999999999,94.23503333333333,default,True,0,0,0,618.8993710691824,617.8993710691824,74190,True,1,True,1.0,20260616-160709_candidate_global_phase2_b10_reference_trial3_destc_bbac2aa4,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160709_candidate_global_phase2_b10_reference_trial3_destc_bbac2aa4
global_phase2_b10_reference,DMAtc.bench,1,True,False,False,94.562,94.562,0.0,84.66666666666606,0.7895554864780795,2.8716666666666697,7.675927080920229,0.0,0.0,23749.0,-1.1338333333333281,False,10808.0,10723.333333333334,40.283,37.41133333333333,2159.0,2159.0,2071.0,2071.0,48209.0,24460.0,-17.546300000000002,-16.412466666666674,default,True,0,0,0,5.857927849008521,4.857927849008521,14685,True,1,True,1.0,20260616-160717_candidate_global_phase2_b10_reference_trial1_DMAtc_236901da,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160717_candidate_global_phase2_b10_reference_trial1_DMAtc_236901da
global_phase2_b10_reference,DMAtc.bench,2,True,False,False,94.562,94.562,0.0,106.66666666666606,0.9947155735156921,3.3386666666666684,8.92421191439315,0.0,0.0,23749.0,-1.4005333333333247,False,10830.0,10723.333333333334,40.75,37.41133333333333,2159.0,2159.0,2071.0,2071.0,48209.0,24460.0,-17.813,-16.412466666666674,default,True,0,0,0,5.857927849008521,4.857927849008521,14685,True,1,True,1.0,20260616-160742_candidate_global_phase2_b10_reference_trial2_DMAtc_b265e32f,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160742_candidate_global_phase2_b10_reference_trial2_DMAtc_b265e32f
global_phase2_b10_reference,DMAtc.bench,3,True,False,False,94.562,94.562,0.0,90.66666666666606,0.8455082374883375,3.671666666666667,9.814316517276406,0.0,0.0,23749.0,-1.2738333333333287,False,10814.0,10723.333333333334,41.083,37.41133333333333,2159.0,2159.0,2071.0,2071.0,48209.0,24460.0,-17.686300000000003,-16.412466666666674,default,True,0,0,0,5.857927849008521,4.857927849008521,14685,True,1,True,1.0,20260616-160806_candidate_global_phase2_b10_reference_trial3_DMAtc_cab58a1d,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160806_candidate_global_phase2_b10_reference_trial3_DMAtc_cab58a1d
global_phase2_b20_reference,pcitc.bench,1,True,False,False,99.826,99.82599999999998,1.4210854715202004e-14,25.0,0.4206629648325761,-1.6159999999999979,-11.897224471766163,0.0,0.0,21.0,-0.08840000000000003,False,5968.0,5943.0,11.967,13.582999999999998,1.0,1.0,131.0,131.0,155.0,134.0,38.949299999999994,39.037699999999994,default,True,0,0,0,10.699674635733484,9.699674635733484,17505,True,1,True,1.0,20260616-160831_candidate_global_phase2_b20_reference_trial1_pcitc_1020e958,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160831_candidate_global_phase2_b20_reference_trial1_pcitc_1020e958
global_phase2_b20_reference,pcitc.bench,2,True,False,False,99.826,99.82599999999998,1.4210854715202004e-14,28.0,0.47114252061248524,-1.565999999999999,-11.529117278951624,0.0,0.0,21.0,-0.12340000000000373,False,5971.0,5943.0,12.017,13.582999999999998,1.0,1.0,131.0,131.0,155.0,134.0,38.91429999999999,39.037699999999994,default,True,0,0,0,10.699674635733484,9.699674635733484,17505,True,1,True,1.0,20260616-160838_candidate_global_phase2_b20_reference_trial2_pcitc_de4f14d0,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160838_candidate_global_phase2_b20_reference_trial2_pcitc_de4f14d0
global_phase2_b20_reference,pcitc.bench,3,True,False,False,99.826,99.82599999999998,1.4210854715202004e-14,34.0,0.5721016321723035,-1.432999999999998,-10.549952146064921,0.0,0.0,21.0,-0.19670000000000698,False,5977.0,5943.0,12.15,13.582999999999998,1.0,1.0,131.0,131.0,155.0,134.0,38.84099999999999,39.037699999999994,default,True,0,0,0,10.699674635733484,9.699674635733484,17505,True,1,True,1.0,20260616-160846_candidate_global_phase2_b20_reference_trial3_pcitc_4f97c176,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160846_candidate_global_phase2_b20_reference_trial3_pcitc_4f97c176
global_phase2_b20_reference,destc.bench,1,True,False,False,100.0,100.0,0.0,47.666666666666686,13.723608445297511,-9.11633333333333,-39.78094226825116,0.0,0.0,0.0,0.43496666666666783,True,395.0,347.3333333333333,13.8,22.91633333333333,0.0,0.0,0.0,0.0,1.0,1.0,94.67,94.23503333333333,default,True,0,0,0,618.8993710691824,617.8993710691824,74190,True,1,True,1.0,20260616-160853_candidate_global_phase2_b20_reference_trial1_destc_759e212b,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160853_candidate_global_phase2_b20_reference_trial1_destc_759e212b
global_phase2_b20_reference,destc.bench,2,True,False,False,100.0,100.0,0.0,42.666666666666686,12.284069097888683,-8.61633333333333,-37.59909235043418,0.0,0.0,0.0,0.4349666666666536,True,390.0,347.3333333333333,14.3,22.91633333333333,0.0,0.0,0.0,0.0,1.0,1.0,94.66999999999999,94.23503333333333,default,True,0,0,0,618.8993710691824,617.8993710691824,74190,True,1,True,1.0,20260616-160901_candidate_global_phase2_b20_reference_trial2_destc_ae7a5165,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160901_candidate_global_phase2_b20_reference_trial2_destc_ae7a5165
global_phase2_b20_reference,destc.bench,3,True,False,False,100.0,100.0,0.0,49.666666666666686,14.299424184261042,-9.216333333333331,-40.21731225181457,0.0,0.0,0.0,0.4249666666666627,True,397.0,347.3333333333333,13.7,22.91633333333333,0.0,0.0,0.0,0.0,1.0,1.0,94.66,94.23503333333333,default,True,0,0,0,618.8993710691824,617.8993710691824,74190,True,1,True,1.0,20260616-160910_candidate_global_phase2_b20_reference_trial3_destc_bc5db9d0,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160910_candidate_global_phase2_b20_reference_trial3_destc_bc5db9d0
global_phase2_b20_reference,DMAtc.bench,1,True,False,False,94.562,94.562,0.0,84.66666666666606,0.7895554864780795,7.905666666666669,21.131742609191516,-908.0,908.0,40885.0,-1.6372333333333273,False,10808.0,10723.333333333334,45.317,37.41133333333333,1251.0,2159.0,2979.0,2071.0,65345.0,24460.0,-18.0497,-16.412466666666674,default,True,0,0,0,5.857927849008521,4.857927849008521,14685,True,1,True,1.0,20260616-160918_candidate_global_phase2_b20_reference_trial1_DMAtc_a3d10605,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160918_candidate_global_phase2_b20_reference_trial1_DMAtc_a3d10605
global_phase2_b20_reference,DMAtc.bench,2,True,False,False,94.562,94.562,0.0,84.66666666666606,0.7895554864780795,7.988666666666667,21.353600513213465,-908.0,908.0,40885.0,-1.6455333333333257,False,10808.0,10723.333333333334,45.4,37.41133333333333,1251.0,2159.0,2979.0,2071.0,65345.0,24460.0,-18.058,-16.412466666666674,default,True,0,0,0,5.857927849008521,4.857927849008521,14685,True,1,True,1.0,20260616-160946_candidate_global_phase2_b20_reference_trial2_DMAtc_4918d431,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-160946_candidate_global_phase2_b20_reference_trial2_DMAtc_4918d431
global_phase2_b20_reference,DMAtc.bench,3,True,False,False,94.562,94.562,0.0,97.66666666666606,0.9107864470003051,7.171666666666667,19.16977030133471,-908.0,908.0,40885.0,-1.6938333333333375,False,10821.0,10723.333333333334,44.583,37.41133333333333,1251.0,2159.0,2979.0,2071.0,65345.0,24460.0,-18.10630000000001,-16.412466666666674,default,True,0,0,0,5.857927849008521,4.857927849008521,14685,True,1,True,1.0,20260616-161013_candidate_global_phase2_b20_reference_trial3_DMAtc_c6095e5f,/Users/huilingzhen/Desktop/0002-personal-projects/agent/atpg-based/Atalanta-Agent/results/runs/20260616-161013_candidate_global_phase2_b20_reference_trial3_DMAtc_c6095e5f
